product,url,price,amount,unit,nutriscore,carbs_100g,protein_100g,fat_100g,alcohol_100g,calories_100g,calories,protein,carbs,fat,alcohol,perc_calories_protein,perc_calories_carbs,perc_calories_fat,perc_calories_alcohol,price_1000_calories,price_100g_protein,price_100g_carbs,price_100g_fat
AH Satésaus,https://www.ah.nl/producten/product/wi130073/ah-satesaus,1.53,500.0,g,B,19.0,7.0,13.0,0.0,221.0,1105.0,35.0,95.0,65.0,0.0,0.12669683257918551,0.3438914027149321,0.5294117647058824,0.0,1.3846153846153846,4.371428571428571,1.6105263157894736,2.353846153846154
AH Taco saus hot,https://www.ah.nl/producten/product/wi170224/ah-taco-saus-hot,1.05,230.0,g,C,9.5,1.0,0.2,0.0,43.8,100.74,2.3,21.85,0.46,0.0,0.091324200913242,0.8675799086757991,0.04109589041095891,0.0,10.422870756402622,45.652173913043484,4.805491990846682,228.26086956521738
Knorr Mix 4-kazensaus,https://www.ah.nl/producten/product/wi203303/knorr-mix-4-kazensaus,1.09,38.0,g,,4.0,2.3,5.0,0.0,70.2,26.676,0.8739999999999999,1.52,1.9,0.0,0.13105413105413105,0.22792022792022792,0.641025641025641,0.0,40.8606987554356,124.71395881006868,71.71052631578948,57.36842105263159
Valle del sole Bamboescheuten,https://www.ah.nl/producten/product/wi404411/valle-del-sole-bamboescheuten,1.19,227.0,g,,5.0,2.6,0.3,0.0,33.1,75.137,5.902,11.35,0.6809999999999999,0.0,0.31419939577039274,0.6042296072507553,0.08157099697885195,0.0,15.83773640150658,20.162656726533378,10.484581497797357,174.7430249632893
Lay's Dipsaus cocktail,https://www.ah.nl/producten/product/wi535119/lay-s-dipsaus-cocktail,0.49,6.0,g,B,86.0,3.5,2.1,0.0,376.9,22.613999999999997,0.21,5.16,0.126,0.0,0.03714513133457151,0.9127089413637571,0.050145927301671535,0.0,21.667993278500045,233.33333333333334,9.496124031007751,388.8888888888889
AH Guacamole seasoning mix,https://www.ah.nl/producten/product/wi140617/ah-guacamole-seasoning-mix,0.75,14.0,g,E,53.0,11.0,1.6,0.0,270.4,37.855999999999995,1.54,7.42,0.22400000000000003,0.0,0.1627218934911243,0.7840236686390534,0.05325443786982251,0.0,19.81191885038039,48.7012987012987,10.107816711590296,334.8214285714285
Honig Basis voor deense rundvleessoep,https://www.ah.nl/producten/product/wi166584/honig-basis-voor-deense-rundvleessoep,1.59,74.0,g,,3.0,0.6,0.4,0.0,18.0,13.32,0.444,2.22,0.29600000000000004,0.0,0.13333333333333333,0.6666666666666667,0.20000000000000004,0.0,119.36936936936937,358.1081081081081,71.62162162162161,537.1621621621621
Bonduelle Macedoine de legumes,https://www.ah.nl/producten/product/wi195620/bonduelle-macedoine-de-legumes,1.19,200.0,g,A,4.9,2.7,0.4,0.0,34.0,68.0,5.4,9.8,0.8,0.0,0.31764705882352945,0.5764705882352942,0.10588235294117647,0.0,17.5,22.037037037037035,12.142857142857142,148.75
De Huisman Zaanse mosterd fijn gemalen,https://www.ah.nl/producten/product/wi199104/de-huisman-zaanse-mosterd-fijn-gemalen,1.29,335.0,g,,4.4,6.2,8.2,0.0,116.2,389.27,20.77,14.740000000000002,27.469999999999995,0.0,0.2134251290877797,0.15146299483648884,0.6351118760757314,0.0,3.3138952398078456,6.210881078478575,8.7516960651289,4.6960320349472155
Amoy Stir fry sauce oyster-garlic,https://www.ah.nl/producten/product/wi388375/amoy-stir-fry-sauce-oyster-garlic,1.69,120.0,g,,57.5,2.7,0.7,0.0,247.10000000000002,296.52000000000004,3.24,69.0,0.84,0.0,0.043707001214083364,0.9307972480777013,0.025495750708215293,0.0,5.699446917577228,52.160493827160494,2.449275362318841,201.1904761904762
AH Rundvleesragout,https://www.ah.nl/producten/product/wi30929/ah-rundvleesragout,1.49,400.0,g,C,7.8,4.0,3.1,0.0,75.10000000000001,300.40000000000003,16.0,31.2,12.4,0.0,0.21304926764314244,0.4154460719041278,0.3715046604527297,0.0,4.96005326231691,9.3125,4.7756410256410255,12.016129032258064
Calvé Knoflooksaus knijpfles,https://www.ah.nl/producten/product/wi177245/calve-knoflooksaus-knijpfles,1.65,250.0,ml,,12.0,1.1,25.0,0.0,277.4,693.5,2.75,30.0,62.5,0.0,0.015861571737563085,0.17303532804614274,0.8111031002162942,0.0,2.379235760634463,60.0,5.5,2.64
Remia Shoarma tafelsaus,https://www.ah.nl/producten/product/wi429271/remia-shoarma-tafelsaus,1.49,250.0,ml,,8.5,0.6,35.0,0.0,351.4,878.5,1.5,21.25,87.5,0.0,0.006829823562891292,0.09675583380762663,0.896414342629482,0.0,1.6960728514513375,99.33333333333333,7.011764705882353,1.7028571428571428
Knorr Aromat met tuinkruiden navulzakje,https://www.ah.nl/producten/product/wi126944/knorr-aromat-met-tuinkruiden-navulzakje,0.69,38.0,g,,38.0,10.0,4.0,0.0,228.0,86.64,3.8,14.44,1.52,0.0,0.17543859649122806,0.6666666666666666,0.15789473684210525,0.0,7.96398891966759,18.157894736842106,4.778393351800554,45.39473684210526
Bonduelle Doperwtjes festini,https://www.ah.nl/producten/product/wi141617/bonduelle-doperwtjes-festini,1.59,200.0,g,A,9.8,4.0,1.1,0.0,65.10000000000001,130.20000000000002,8.0,19.6,2.2,0.0,0.24577572964669736,0.6021505376344086,0.152073732718894,0.0,12.211981566820274,19.875,8.112244897959183,72.27272727272727
Verstegen Kruidenmix voor kip tandoori,https://www.ah.nl/producten/product/wi198186/verstegen-kruidenmix-voor-kip-tandoori,1.29,20.0,g,,34.5,9.7,6.5,0.0,235.3,47.06,1.94,6.9,1.3,0.0,0.1648958776030599,0.5864853378665533,0.24861878453038674,0.0,27.411814704632384,66.49484536082474,18.695652173913043,99.23076923076923
Maggi Stoofmix hachee kruidenmix,https://www.ah.nl/producten/product/wi420254/maggi-stoofmix-hachee-kruidenmix,1.19,49.0,g,,68.6,8.5,2.2,0.0,328.2,160.81799999999998,4.165,33.614,1.078,0.0,0.1035953686776356,0.8360755636806825,0.06032906764168191,0.0,7.399669191259686,28.571428571428573,3.5401915868388176,110.38961038961038
Kühne Dijonmosterd,https://www.ah.nl/producten/product/wi162054/kuhne-dijonmosterd,1.29,180.0,ml,,3.2,7.2,12.0,0.0,149.6,269.28,12.96,5.76,21.6,0.0,0.19251336898395724,0.08556149732620322,0.7219251336898397,0.0,4.790552584670232,9.953703703703702,22.395833333333336,5.972222222222221
H. Nandan Masala nandan,https://www.ah.nl/producten/product/wi199028/h-nandan-masala-nandan,0.65,80.0,g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
Kühne Amsterdamse uien,https://www.ah.nl/producten/product/wi199120/kuhne-amsterdamse-uien,1.09,340.0,g,,11.0,0.8,0.1,0.0,48.1,163.54,2.72,37.4,0.34,0.0,0.06652806652806653,0.9147609147609148,0.018711018711018712,0.0,6.665036076800783,40.07352941176471,2.9144385026737973,320.5882352941177
Maggi Opkikker rundvlees,https://www.ah.nl/producten/product/wi447331/maggi-opkikker-rundvlees,1.09,23.0,g,,0.8,0.2,0.0,0.0,4.0,0.92,0.046000000000000006,0.18400000000000002,0.0,0.0,0.2,0.8,0.0,0.0,1184.782608695652,2369.5652173913045,592.3913043478261,inf
AH Vegan mayo met truffelsmaak,https://www.ah.nl/producten/product/wi535137/ah-vegan-mayo-met-truffelsmaak,1.59,220.0,ml,D,5.9,0.1,40.0,0.0,384.0,844.8,0.22,12.98,88.0,0.0,0.0010416666666666667,0.06145833333333334,0.9375,0.0,1.882102272727273,722.7272727272727,12.249614791987673,1.8068181818181819
AH Jonge kapucijners,https://www.ah.nl/producten/product/wi53938/ah-jonge-kapucijners,1.19,330.0,g,A,9.6,5.4,0.8,0.0,67.2,221.76,17.820000000000004,31.68,2.64,0.0,0.3214285714285715,0.5714285714285714,0.10714285714285715,0.0,5.366161616161617,6.677890011223343,3.7563131313131315,45.07575757575757
Verstegen Kruidenmix voor gehakt Mexico,https://www.ah.nl/producten/product/wi164613/verstegen-kruidenmix-voor-gehakt-mexico,1.29,40.0,g,,55.5,10.7,3.6,0.0,297.2,118.88,4.28,22.2,1.44,0.0,0.14401076716016153,0.746971736204576,0.10901749663526245,0.0,10.851278600269179,30.14018691588785,5.810810810810811,89.58333333333334
Cirio La classica passata,https://www.ah.nl/producten/product/wi213351/cirio-la-classica-passata,1.09,540.0,g,,6.3,1.2,0.1,0.0,30.9,166.86,6.48,34.02,0.54,0.0,0.1553398058252427,0.8155339805825242,0.02912621359223301,0.0,6.532422390027567,16.820987654320987,3.203997648442093,201.85185185185188
Nissin Demae ramen chicken,https://www.ah.nl/producten/product/wi412135/nissin-demae-ramen-chicken,0.99,100.0,g,,11.1,2.0,4.0,0.0,88.4,88.4,2.0,11.1,4.0,0.0,0.09049773755656108,0.502262443438914,0.4072398190045249,0.0,11.199095022624434,49.5,8.91891891891892,24.75
Calvé Honing appel salade dressing,https://www.ah.nl/producten/product/wi457589/calve-honing-appel-salade-dressing,1.09,70.0,ml,,37.0,0.5,0.1,0.0,150.9,105.63,0.35,25.9,0.07,0.0,0.013253810470510271,0.9807819748177601,0.005964214711729624,0.0,10.319038152040141,311.4285714285715,4.208494208494209,1557.142857142857
Van Wijngaarden's Zaanse Veganaise,https://www.ah.nl/producten/product/wi475114/van-wijngaarden-s-zaanse-veganaise,1.29,170.0,ml,,2.9,0.0,75.0,0.0,686.6,1167.22,0.0,4.93,127.5,0.0,0.0,0.016894844159627147,0.9831051558403728,0.0,1.1051901098336216,inf,26.16632860040568,1.011764705882353
Conimex Kerriesaus,https://www.ah.nl/producten/product/wi126366/conimex-kerriesaus,0.75,40.0,g,,15.0,0.9,1.0,0.0,72.6,29.04,0.36,6.0,0.4,0.0,0.049586776859504134,0.8264462809917356,0.12396694214876033,0.0,25.826446280991735,208.33333333333334,12.5,187.5
Honig Basis voor romige lente-uisoep,https://www.ah.nl/producten/product/wi129603/honig-basis-voor-romige-lente-uisoep,1.59,102.0,g,,4.1,0.6,1.0,0.0,27.799999999999997,28.355999999999998,0.612,4.1819999999999995,1.02,0.0,0.08633093525179857,0.5899280575539568,0.3237410071942446,0.0,56.07278882776132,259.80392156862746,38.020086083213776,155.88235294117646
Kesbeke Kleintje amsterdamse piccalilly,https://www.ah.nl/producten/product/wi199242/kesbeke-kleintje-amsterdamse-piccalilly,1.19,235.0,ml,,4.9,1.7,1.0,0.0,35.400000000000006,83.19000000000001,3.995,11.515,2.35,0.0,0.19209039548022597,0.5536723163841807,0.2542372881355932,0.0,14.30460391874023,29.78723404255319,10.33434650455927,50.638297872340424
Deli Di Paolo Stiratini olijfolie soepstengels,https://www.ah.nl/producten/product/wi447692/deli-di-paolo-stiratini-olijfolie-soepstengels,1.25,150.0,g,,68.0,11.0,13.0,0.0,433.0,649.5,16.5,102.0,19.5,0.0,0.10161662817551963,0.628175519630485,0.2702078521939954,0.0,1.924557351809084,7.575757575757576,1.2254901960784315,6.410256410256411
Statesman Tonijn stukken in olijfolie,https://www.ah.nl/producten/product/wi451669/statesman-tonijn-stukken-in-olijfolie,1.59,160.0,g,,0.1,23.5,9.5,0.0,179.9,287.84,37.6,0.16,15.2,0.0,0.5225125069483046,0.0022234574763757647,0.4752640355753196,0.0,5.52390216787104,4.228723404255319,993.75,10.460526315789474
AH Mix voor shoarma,https://www.ah.nl/producten/product/wi198248/ah-mix-voor-shoarma,0.99,30.0,g,C,30.0,9.0,11.0,0.0,255.0,76.5,2.7,9.0,3.3,0.0,0.1411764705882353,0.47058823529411764,0.38823529411764707,0.0,12.941176470588236,36.666666666666664,11.0,30.0
Maggi Stoofmix runderlapjes kruidenmix,https://www.ah.nl/producten/product/wi402015/maggi-stoofmix-runderlapjes-kruidenmix,1.19,38.0,g,,67.9,7.3,2.0,0.0,318.8,121.14399999999999,2.7739999999999996,25.802000000000003,0.76,0.0,0.09159347553324967,0.8519447929736513,0.056461731493099125,0.0,9.8230205375421,42.8983417447729,4.6120455778621805,156.57894736842104
AH Vijgen Chutney,https://www.ah.nl/producten/product/wi480629/ah-vijgen-chutney,1.59,90.0,ml,C,36.0,1.0,0.3,0.0,150.7,135.63,0.9,32.4,0.27,0.0,0.026542800265428004,0.9555408095554081,0.017916390179163903,0.0,11.723070117230701,176.66666666666666,4.907407407407407,588.8888888888888
Knorr Mix kerrieroom saus,https://www.ah.nl/producten/product/wi170041/knorr-mix-kerrieroom-saus,1.05,41.0,g,,11.0,3.8,5.4,0.0,107.80000000000001,44.198,1.5579999999999998,4.51,2.214,0.0,0.14100185528756956,0.4081632653061224,0.45083487940630795,0.0,23.756731073804243,67.39409499358152,23.28159645232816,47.42547425474255
Mama Volkoren noodles kip,https://www.ah.nl/producten/product/wi503813/mama-volkoren-noodles-kip,0.59,60.0,g,,8.3,1.8,2.6,0.0,63.80000000000001,38.28000000000001,1.08,4.98,1.56,0.0,0.11285266457680249,0.5203761755485893,0.3667711598746081,0.0,15.412748171368857,54.629629629629626,11.84738955823293,37.82051282051282
Knorr Croutons peterselie,https://www.ah.nl/producten/product/wi2251/knorr-croutons-peterselie,0.99,75.0,g,,50.0,8.0,35.0,0.0,547.0,410.25,6.0,37.5,26.25,0.0,0.05850091407678245,0.3656307129798903,0.5758683729433273,0.0,2.413162705667276,16.5,2.64,3.7714285714285714
Honig Basis voor italiaanse tomatensoep,https://www.ah.nl/producten/product/wi124136/honig-basis-voor-italiaanse-tomatensoep,1.59,101.0,g,,4.8,0.6,0.2,0.0,23.4,23.633999999999997,0.606,4.848,0.20200000000000004,0.0,0.10256410256410257,0.8205128205128206,0.07692307692307694,0.0,67.27595836506728,262.3762376237624,32.7970297029703,787.128712871287
AH Boemboe bami goreng,https://www.ah.nl/producten/product/wi169332/ah-boemboe-bami-goreng,0.99,100.0,g,B,16.0,4.5,4.4,0.0,121.6,121.6,4.5,16.0,4.4,0.0,0.1480263157894737,0.5263157894736842,0.32565789473684215,0.0,8.141447368421053,22.0,6.1875,22.499999999999996
Verstegen Zakje steranijs heel,https://www.ah.nl/producten/product/wi414973/verstegen-zakje-steranijs-heel,1.69,9.0,g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
AH Soepcroutons naturel,https://www.ah.nl/producten/product/wi189396/ah-soepcroutons-naturel,0.65,75.0,g,D,50.0,10.0,30.0,0.0,510.0,382.5,7.5,37.5,22.5,0.0,0.0784313725490196,0.39215686274509803,0.5294117647058824,0.0,1.6993464052287581,8.666666666666666,1.7333333333333334,2.888888888888889
Knorr Mix voor kippensoep,https://www.ah.nl/producten/product/wi223831/knorr-mix-voor-kippensoep,0.99,72.0,g,,2.6,0.7,0.5,0.0,17.7,12.743999999999998,0.504,1.872,0.36,0.0,0.15819209039548024,0.5875706214689267,0.25423728813559326,0.0,77.68361581920905,196.42857142857142,52.88461538461538,275.0
Verstegen Zakje nootmuskaat heel,https://www.ah.nl/producten/product/wi414968/verstegen-zakje-nootmuskaat-heel,1.79,20.0,g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
Remia Barbecue tafelsaus,https://www.ah.nl/producten/product/wi429267/remia-barbecue-tafelsaus,1.49,250.0,ml,,19.0,1.5,1.3,0.0,93.7,234.25,3.75,47.5,3.25,0.0,0.064034151547492,0.8110992529348986,0.1248665955176094,0.0,6.360725720384205,39.733333333333334,3.136842105263158,45.84615384615385
Amoy Stir fry sauce teriyaki-sesame,https://www.ah.nl/producten/product/wi388377/amoy-stir-fry-sauce-teriyaki-sesame,1.69,120.0,g,,16.7,1.8,3.2,0.0,102.8,123.36,2.16,20.04,3.84,0.0,0.07003891050583658,0.6498054474708171,0.2801556420233463,0.0,13.699740596627755,78.24074074074073,8.43313373253493,44.01041666666667
Maggi Smaakmaker kippensoep kruidenmix,https://www.ah.nl/producten/product/wi447336/maggi-smaakmaker-kippensoep-kruidenmix,1.25,52.0,g,,1.0,2.9,0.3,0.0,18.3,9.516,1.5079999999999998,0.52,0.156,0.0,0.633879781420765,0.21857923497267762,0.14754098360655737,0.0,131.35771332492644,82.89124668435015,240.3846153846154,801.2820512820513
Honig Basis voor indiase kerriesoep,https://www.ah.nl/producten/product/wi162827/honig-basis-voor-indiase-kerriesoep,1.59,108.0,g,,4.1,0.8,1.1,0.0,29.5,31.86,0.8640000000000001,4.428,1.1880000000000002,0.0,0.10847457627118645,0.5559322033898305,0.33559322033898314,0.0,49.90583804143126,184.02777777777774,35.90785907859079,133.8383838383838
Knorr Mix stamppot jus,https://www.ah.nl/producten/product/wi170026/knorr-mix-stamppot-jus,0.65,21.0,g,,3.8,0.8,14.0,0.0,144.4,30.324,0.168,0.7979999999999999,2.94,0.0,0.0221606648199446,0.10526315789473682,0.8725761772853186,0.0,21.435166864529744,386.90476190476187,81.45363408521304,22.108843537414966
AH Caesar dressing,https://www.ah.nl/producten/product/wi430910/ah-caesar-dressing,1.69,300.0,ml,D,5.0,1.5,35.0,0.0,341.0,1023.0,4.5,15.0,105.0,0.0,0.017595307917888565,0.05865102639296188,0.9237536656891495,0.0,1.6520039100684263,37.55555555555556,11.266666666666667,1.6095238095238096
Yum Yum Bami soep japanse kip,https://www.ah.nl/producten/product/wi447689/yum-yum-bami-soep-japanse-kip,0.59,60.0,g,,10.0,1.4,2.5,0.0,68.1,40.85999999999999,0.84,6.0,1.5,0.0,0.08223201174743026,0.5873715124816448,0.3303964757709252,0.0,14.439549681840434,70.23809523809524,9.833333333333334,39.333333333333336
AH Chilisaus Hot,https://www.ah.nl/producten/product/wi450147/ah-chilisaus-hot,0.95,700.0,ml,E,41.0,0.3,0.2,0.0,167.0,1169.0,2.1,287.0,1.4,0.0,0.00718562874251497,0.9820359281437125,0.010778443113772455,0.0,0.8126603934987169,45.238095238095234,0.3310104529616725,67.85714285714286
AH American fritessaus,https://www.ah.nl/producten/product/wi171393/ah-american-fritessaus,1.29,500.0,ml,C,13.0,0.5,21.0,0.0,243.0,1215.0,2.5,65.0,105.0,0.0,0.00823045267489712,0.2139917695473251,0.7777777777777778,0.0,1.0617283950617284,51.6,1.9846153846153847,1.2285714285714286
Hak Doperwtjes met worteltjes,https://www.ah.nl/producten/product/wi202203/hak-doperwtjes-met-worteltjes,1.65,195.0,g,A,7.8,2.2,0.2,0.0,41.8,81.50999999999999,4.290000000000001,15.21,0.39,0.0,0.21052631578947376,0.7464114832535886,0.04306220095693781,0.0,20.24291497975709,38.46153846153845,10.848126232741617,423.07692307692304
Honig Basis voor groentesoep,https://www.ah.nl/producten/product/wi421307/honig-basis-voor-groentesoep,1.69,60.0,g,,3.8,0.8,0.2,0.0,20.2,12.12,0.48,2.28,0.12,0.0,0.15841584158415842,0.7524752475247525,0.08910891089108912,0.0,139.43894389438944,352.08333333333337,74.12280701754386,1408.3333333333335
Maggi Smaakverfijner,https://www.ah.nl/producten/product/wi37235/maggi-smaakverfijner,1.19,125.0,g,,8.0,12.0,0.1,0.0,80.9,101.125,15.0,10.0,0.125,0.0,0.5933250927070457,0.39555006180469715,0.011124845488257108,0.0,11.767614338689741,7.933333333333334,11.9,952.0
AH Natuurazijn wit 6 maanden gerijpt,https://www.ah.nl/producten/product/wi37774/ah-natuurazijn-wit-6-maanden-gerijpt,0.89,1000.0,ml,B,0.1,0.1,0.0,0.0,0.8,8.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,111.25,89.0,89.0,inf
Verstegen Kruidenmix voor saté,https://www.ah.nl/producten/product/wi164926/verstegen-kruidenmix-voor-sate,1.29,25.0,g,,49.3,6.6,4.4,0.0,263.2,65.8,1.65,12.325,1.1,0.0,0.10030395136778116,0.7492401215805471,0.15045592705167174,0.0,19.6048632218845,78.18181818181819,10.466531440162273,117.27272727272727
Remia Curry saus pittig gekruid,https://www.ah.nl/producten/product/wi239726/remia-curry-saus-pittig-gekruid,1.35,300.0,ml,,23.0,0.6,0.2,0.0,96.2,288.6,1.8,69.0,0.6,0.0,0.024948024948024946,0.9563409563409563,0.01871101871101871,0.0,4.6777546777546775,75.0,1.9565217391304348,225.0
Verstegen Zakje zeezout,https://www.ah.nl/producten/product/wi414979/verstegen-zakje-zeezout,1.29,100.0,g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
AH Mayonaise olijf,https://www.ah.nl/producten/product/wi429230/ah-mayonaise-olijf,1.35,220.0,ml,D,3.2,1.1,68.0,0.0,629.2,1384.24,2.4200000000000004,7.04,149.6,0.0,0.006993006993006994,0.020343293070565798,0.9726636999364271,0.0,0.9752644050164712,55.78512396694214,19.176136363636363,0.9024064171122995
Kesbeke Amsterdamse dwarsliggers zoet zuur,https://www.ah.nl/producten/product/wi508391/kesbeke-amsterdamse-dwarsliggers-zoet-zuur,1.79,580.0,ml,,1.1,1.5,0.4,0.0,14.0,81.2,8.7,6.38,2.32,0.0,0.42857142857142855,0.3142857142857143,0.2571428571428571,0.0,22.04433497536946,20.57471264367816,28.056426332288403,77.15517241379311
AH Natuurazijn geel 6 maanden gerijpt,https://www.ah.nl/producten/product/wi58373/ah-natuurazijn-geel-6-maanden-gerijpt,0.79,1000.0,ml,B,0.1,0.0,0.0,0.0,0.4,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,197.5,inf,79.0,inf
AH Dressing honing-mosterd,https://www.ah.nl/producten/product/wi398509/ah-dressing-honing-mosterd,1.69,300.0,ml,D,14.0,1.5,16.0,0.0,206.0,618.0,4.5,42.0,48.0,0.0,0.02912621359223301,0.27184466019417475,0.6990291262135923,0.0,2.73462783171521,37.55555555555556,4.023809523809524,3.5208333333333335
Maggi Braadstomen piri piri,https://www.ah.nl/producten/product/wi419299/maggi-braadstomen-piri-piri,1.59,27.0,g,,56.3,8.7,5.0,0.0,305.0,82.35,2.3489999999999998,15.200999999999999,1.35,0.0,0.1140983606557377,0.7383606557377049,0.1475409836065574,0.0,19.30783242258652,67.68837803320562,10.459838168541545,117.77777777777777
Honig Basis voor kippensoep,https://www.ah.nl/producten/product/wi421309/honig-basis-voor-kippensoep,1.69,56.0,g,,4.2,0.6,0.1,0.0,20.099999999999998,11.255999999999998,0.336,2.3520000000000003,0.05600000000000001,0.0,0.11940298507462689,0.8358208955223883,0.04477611940298509,0.0,150.14214641080315,502.9761904761904,71.85374149659863,3017.857142857142
Remia Whisky cocktail tafelsaus,https://www.ah.nl/producten/product/wi429266/remia-whisky-cocktail-tafelsaus,1.55,250.0,ml,,10.0,0.5,30.0,0.0,312.0,780.0,1.25,25.0,75.0,0.0,0.00641025641025641,0.1282051282051282,0.8653846153846154,0.0,1.9871794871794872,124.0,6.2,2.066666666666667
Miras Pul Biber Chillievlokken,https://www.ah.nl/producten/product/wi465811/miras-pul-biber-chillievlokken,1.69,65.0,g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
AH Pittige knoflooksaus,https://www.ah.nl/producten/product/wi475325/ah-pittige-knoflooksaus,0.95,300.0,ml,C,9.7,0.9,26.0,0.0,276.4,829.2,2.7,29.1,78.0,0.0,0.013024602026049204,0.14037626628075253,0.8465991316931982,0.0,1.1456825856246984,35.18518518518518,3.2646048109965635,1.2179487179487178
